name,adress,totalReviews,score,description,categories,equipments,roomFeats,roomTypes,img,url
The Originals Aix-en-Provence Nord Le Village Provencal,"Benjamin Franklin ZAC Saint-Martin, 84120, Pertuis France",181 reviews,4.0,"The ""Village Provencal"" is charming and unique hotel, with its 36 rooms built around a beautiful courtyard dominated by a crystal blue swimming poolAll our rooms are air-conditioned, equipped with flat screen TV's and internet. Suitable for families and business people.More than just a hotel, the hotel has a soul. The spirit of it's architecture and decore is resolutely turned towards warmth and comfort. Providing an exceptional home that will make your stay pleasurable with unmatched comfort and relaxation. Your smile will be our reward.",3,Free parking|Free High Speed Internet (WiFi)|Pool|Bar / lounge|Bowling|Billiards|Pets Allowed ( Dog / Pet Friendly )|Business Center with Internet Access|Secured parking|Wifi|Pool / beach towels|Indoor pool|Outdoor pool|Heated pool|Fence around pool|Restaurant|Breakfast available|Breakfast buffet|Snack bar|Vending machine|Board games / puzzles|Conference facilities|Banquet room|Meeting rooms|Baggage storage|Newspaper|Non-smoking hotel|Sun loungers / beach chairs|Sun terrace|Sun umbrellas,Soundproof rooms|Air conditioning|Private balcony|Safe|Flatscreen TV,Bridal suite|Non-smoking rooms|Suites|Family rooms|Smoking rooms available,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/ed/49/15/20160101-105622-largejpg.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g230048-d2366287-Reviews-The_Originals_Aix_en_Provence_Nord_Le_Village_Provencal-Pertuis_Luberon_Vaucluse_Prove.html
Hotel Cap Pirate,"Chemin Des Dunes, 34300 Cap-d'Agde, Agde France",448 reviews,4.5,"Looking for a place to stay in Cap-d'Agde? Then look no further than Hotel Cap Pirate, a boutique hotel that brings the best of Cap-d'Agde to your doorstep.You’ll enjoy relaxing rooms that offer air conditioning, a minibar, and a refrigerator, and you can stay connected during your stay as Hotel Cap Pirate offers guests free wifi.The hotel features a concierge. Plus, Hotel Cap Pirate offers a pool and a poolside bar, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available.For those interested in checking out Grande Roue de Cap d’Agde (1.7 mi) while visiting Cap-d'Agde, Hotel Cap Pirate is a short distance away.While in Cap-d'Agde be sure to experience local oyster favorites at Mer et Sable, La Poissonnerie du Cap, or Les Halles.If you’re looking for something to do, Musee Ephebe is a nice way to spend some time.We’re sure you’ll enjoy your stay at Hotel Cap Pirate as you experience everything Cap-d'Agde has to offer.",3.5,Free parking|Free High Speed Internet (WiFi)|Pool|Bar / lounge|Water park|Babysitting|Children Activities (Kid / Family Friendly)|Shuttle bus service|Wifi|Hot tub|Lazy river|Outdoor pool|Restaurant|Breakfast buffet|Poolside bar|Kids' outdoor play equipment|Concierge|Non-smoking hotel|Dry cleaning|Laundry service,Air conditioning|Private balcony|Safe|Microwave|Minibar|Refrigerator|Flatscreen TV,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5e/15/a9/hotel-cap-pirate.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g196602-d8097040-Reviews-Hotel_Cap_Pirate-Cap_d_Agde_Agde_Herault_Occitanie.html
Le Narcisse Blanc Hotel & Spa,"19 boulevard de la Tour Maubourg, 75007 Paris France",613 reviews,5.0,"See why so many travelers make Le Narcisse Blanc Hotel & Spa their hotel of choice when visiting Paris. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.Guests have access to a 24 hour front desk, a concierge, and room service while staying at Le Narcisse Blanc Hotel & Spa. In addition, Le Narcisse Blanc Hotel & Spa offers a heated pool and a lounge, which will help make your Paris trip additionally gratifying. And, as an added convenience, there is paid public parking available nearby.Given the close proximity of popular landmarks, such as Cathédrale Notre-Dame de Paris (1.9 mi) and The Catacombs of Paris (2.1 mi), guests of Le Narcisse Blanc Hotel & Spa can easily experience some of Paris' most well known attractions.While visiting Paris, you may want to try some crab at one of the nearby restaurants, such as L'Avenue, Les Ombres, or L'Avant Comptoir.During your visit, be sure to check out popular attractions like Eiffel Tower (0.7 mi), Louvre Museum (1.2 mi), and Musée d'Orsay (0.7 mi), which are all within walking distance of the hotel.We’re sure you’ll enjoy your stay at Le Narcisse Blanc Hotel & Spa as you experience all of the things Paris has to offer.",5,Paid public parking nearby|Free High Speed Internet (WiFi)|Indoor pool|Sauna|Bar / lounge|Airport transportation|Business Center with Internet Access|Meeting rooms|Wifi|Pool / beach towels|Heated pool|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Complimentary instant cofffee|Taxi service|Foot massage|Full body massage|Massage|24-hour security|Baggage storage|Concierge|Newspaper|Non-smoking hotel|Butler service|24-hour front desk|Dry cleaning|Laundry service|Ironing service|Shoeshine,Soundproof rooms|Bathrobes|Air conditioning|Fireplace|Housekeeping|Private balcony|Minibar|Flatscreen TV|Room service|Safe|Telephone,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f2/ba/c9/suite.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d9452312-Reviews-Le_Narcisse_Blanc_Hotel_Spa-Paris_Ile_de_France.html
Relais & Chateaux - Hostellerie de Levernois,"Rue du Golf, 21200 Levernois France",947 reviews,5.0,"The Hostellerie de Levernois is above all a bucolic setting in a protected area just 5 minutes away from the A6 highway. This lovely bourgeois house, in complete harmony with nature, is composed of 26 bright rooms (4 of them apartments) distributed in 3 different buildings, in a park of more than 5 hectares. The Hostellerie benefits of an ideal geographic position in the heart of Burgundy, rich in history and culture. It is surrounded by prestigious vineyards such as Gevrey Chambertin, Vosne Romanee, Pommard, Meursault or Puligny-Montrachet. Come discover the pure Burgundian tradition. Enjoy a meal in our Bistro along the river or taste our Michelin starred cuisine. Learn about wines in the tasting cellar and let our sommelier guide you through an exceptional selection of wines.",5,Free parking|Free High Speed Internet (WiFi)|Bar / lounge|Bicycles available|Hiking|Pets Allowed ( Dog / Pet Friendly )|Business Center with Internet Access|Banquet room|Electric vehicle charging station|Secured parking|Wifi|Restaurant|Breakfast buffet|Breakfast in the room|Horseback riding|Meeting rooms|Massage|Baggage storage|Concierge|Newspaper|Non-smoking hotel|Shops|Dry cleaning|Laundry service|Ironing service,Bathrobes|Air conditioning|Desk|Private balcony|Room service|Minibar|Flatscreen TV|Bath / shower|Safe|Telephone|Bottled water,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/91/5d/95/exterior.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g666636-d232357-Reviews-Relais_Chateaux_Hostellerie_de_Levernois-Levernois_Cote_d_Or_Bourgogne_Franche_Comte.html
Hotel Au Logis des Remparts,"18 rue Guadet, 33330 Saint-Emilion France",473 reviews,4.0,"See why so many travelers make Hotel Au Logis des Remparts their hotel of choice when visiting Saint-Emilion. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.While staying at Logis Des Remparts Hotel, visitors can check out Église Collégiale de Saint-Émilion (0.1 mi) and Clocher de l'Eglise Monolithe (0.1 mi), some of Saint-Emilion's top attractions.Rooms at Hotel Au Logis des Remparts provide a flat screen TV, air conditioning, and a desk, and getting online is easy, with free wifi available.In addition, Hotel Au Logis des Remparts offers a pool and a lounge, which will help make your Saint-Emilion trip additionally gratifying. And, as an added convenience, there is free parking available to guests.During your visit, be sure to check out one of Saint-Emilion's popular crab restaurants such as Logis de la Cadene and Les Giron'dines, all a short distance from Logis Des Remparts Hotel.If you’re looking for something to do, Cloître des Cordeliers (0.2 mi), Chateau Ausone (0.4 mi), and Château Ambe Tour Pourret (0.8 mi) are a nice way to spend some time, and they are all within walking distance of Logis Des Remparts Hotel.At Hotel Au Logis des Remparts, your comfort and satisfaction come first, and they look forward to welcoming you to Saint-Emilion.",3,Free parking|Free High Speed Internet (WiFi)|Wifi|Pool|Outdoor pool|Bar / lounge|Breakfast buffet|Non-smoking hotel,Soundproof rooms|Air conditioning|Desk|Safe|Telephone|Flatscreen TV|Complimentary toiletries|Hair dryer|Wake-up service / alarm clock,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/2e/7b/1a/hotel-au-logis-des-remparts.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g488277-d293375-Reviews-Hotel_Au_Logis_des_Remparts-Saint_Emilion_Gironde_Nouvelle_Aquitaine.html
Hostellerie Berard,"Gabriel Peri, 83740 La Cadiere d'Azur France",640 reviews,4.0,"Hostellerie Berard is an excellent choice for travelers visiting La Cadiere d'Azur, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Rooms at Hostellerie Berard Hotel provide a flat screen TV, a minibar, and air conditioning, and guests can stay connected with free wifi.In addition, while staying at Hostellerie Berard guests have access to room service, a concierge, and newspaper. You can also enjoy a pool and breakfast. Need a place to park? Free parking is available at Hostellerie Berard Hotel.While in La Cadiere d'Azur, you may want to check out some of the restaurants that are a short walk away from Hostellerie Berard, including Le Bistrot de Jef (0.0 mi), L'arlequin (0.0 mi), and Domaine Carpe Diem Restaurant (0.2 mi).Enjoy your stay in La Cadiere d'Azur!",3,Free parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Children Activities (Kid / Family Friendly)|Pets Allowed ( Dog / Pet Friendly )|Conference facilities|Parking|Wifi|Hot tub|Outdoor pool|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Special diet menus|Banquet room|Meeting rooms|Spa|Massage|Concierge|Currency exchange|Gift shop|Newspaper|Non-smoking hotel|Laundry service,Soundproof rooms|Air conditioning|Room service|Safe|Minibar|Flatscreen TV,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5b/c7/c9/guest-room.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g635827-d279297-Reviews-Hostellerie_Berard-La_Cadiere_d_Azur_Var_Provence_Alpes_Cote_d_Azur.html
Timhotel Montmartre,"11 rue Ravignan, 75018 Paris France","1,441 reviews",4.0,Hotel set in restored historic building with ironwork at the windows; sits in a chestnut tree square on the slopes of Montmartre.,3,Free High Speed Internet (WiFi)|Breakfast buffet|Babysitting|Taxi service|Baggage storage|Non-smoking hotel|24-hour check-in|24-hour front desk|Wifi|Complimentary instant cofffee|Shoeshine,Private balcony|Safe|Bottled water|Flatscreen TV|Hair dryer,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/77/6a/94/timhotel-montmartre.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d229623-Reviews-Timhotel_Montmartre-Paris_Ile_de_France.html
Ibis La Roche Sur Yon,"160 rue du Clair Bocage Zone Activites De Beaupuy 1, 85000 Mouilleron Le Captif, La Roche-sur-Yon France",384 reviews,4.0,"The Ibis La Roche-sur-Yon, in the immediate vicinity of Vendespace near the shopping center 'The Strolling' offers for booking 88 air-conditioned rooms with free WiFi and 4 meeting rooms. Hotel renovated: New Reception, Bar, 50 completely renovated rooms and all bathrooms. Restaurant: grilled Clair Bocage, a bar, a terrace, snacks 24h24 and free parking are available. 30Km of Sables d'Olonne and 50 km from the Puy du Fou.",3,"Free parking|Free High Speed Internet (WiFi)|Fitness Center with Gym / Workout Room|Bar / lounge|Bicycles available|Mini golf|Books, DVDs, music for children|Children's television networks|Electric vehicle charging station|Parking|Wifi|Coffee shop|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Kids' meals|Snack bar|Special diet menus|Wine / champagne|Table tennis|Water park offsite|Board games / puzzles|Pets Allowed ( Dog / Pet Friendly )|Car hire|Banquet room|Meeting rooms|Adults only|Baggage storage|Concierge|Newspaper|Outdoor furniture|Shared kitchen|Shared lounge / TV area|24-hour front desk|Express check-in / check-out|Private check-in / check-out|Laundry service|Ironing service",Soundproof rooms|Air conditioning|Housekeeping|Flatscreen TV,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8b/4b/56/ibis-la-roche-sur-yon.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1154786-d197259-Reviews-Ibis_La_Roche_Sur_Yon-Mouilleron_Le_Captif_La_Roche_sur_Yon_Vendee_Pays_de_la_Loire.html
Dolce by Wyndham Fregate Provence,"Route de Bandol Lieu-dit Frégate, 83270 Saint-Cyr-sur-Mer France","1,941 reviews",3.5,"Ideally situated close to the international Marseille-Provence airport, the Dolce Fregate Provence receives you in the heart of Provence. Relax yourself in an authentic atmosphere in one of our 163 rooms with view over the Mediterranean Sea. Enjoy playing on one of the most beautiful golf courses in Europe. And for an unforgettable and relaxing stay, take advantage of the in and outdoor pools, saunas, Jacuzzi, tennis courts, beehives and Omnisens wellness centre. Opening of Spa de Frégate, every day.",4,Free parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Golf course|Tennis court|Pets Allowed ( Dog / Pet Friendly )|Wifi|Hot tub|Indoor pool|Outdoor pool|Heated pool|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Poolside bar|Business Center with Internet Access|Conference facilities|Banquet room|Meeting rooms|Spa|Facial treatments|Full body massage|Massage|Salon|Baggage storage|Concierge|Currency exchange|Sun loungers / beach chairs|Dry cleaning|Laundry service,Air conditioning|Private balcony|Room service|Safe|Minibar|Refrigerator|Flatscreen TV,Ocean view|Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/02/49/43/exterior.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g635836-d228718-Reviews-Dolce_by_Wyndham_Fregate_Provence-Saint_Cyr_sur_Mer_Var_Provence_Alpes_Cote_d_Azur.html
La Bouitte,"Hameau de Saint Marcel, 73440, Les Belleville France",253 reviews,5.0,"La Bouitte is an excellent choice for travelers visiting Saint-Martin-de-Belleville, offering a luxury environment alongside many helpful amenities designed to enhance your stay.While staying at La Bouitte Hotel, visitors can check out Chèvrerie de Villarenger (1.7 mi), which is a popular Saint-Martin-de-Belleville attraction.La Bouitte is a luxury hotel offering a minibar in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features a 24 hour front desk, a concierge, and baggage storage. Plus, guests can enjoy a hot tub and breakfast, which have made this a popular choice among travelers visiting Saint-Martin-de-Belleville. For guests with a vehicle, free parking is available.While in Saint-Martin-de-Belleville be sure to experience nearby French restaurants such as Le Montagnard or Hotel Le Lachenal.Should time allow, Notre-Dame de la Vie and Moulin de Burdin are some popular attractions that are within walking distance.Enjoy your stay in Saint-Martin-de-Belleville!",5,"Free parking|Free High Speed Internet (WiFi)|Hot tub|Sauna|Restaurant|Hiking|Skiing|Books, DVDs, music for children|Parking garage|Wifi|Breakfast available|Breakfast buffet|Breakfast in the room|Special diet menus|Board games / puzzles|Pets Allowed ( Dog / Pet Friendly )|Shuttle bus service|Spa|Facial treatments|Foot massage|Full body massage|Massage|Solarium|Steam room|Baggage storage|Concierge|Gift shop|Non-smoking hotel|Shared lounge / TV area|Sun terrace|24-hour front desk|Dry cleaning|Laundry service|Ironing service",Housekeeping|Safe|Telephone|Minibar|Flatscreen TV,Mountain view|Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/6f/c8/aa/suite.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g669639-d487677-Reviews-La_Bouitte-Saint_Martin_de_Belleville_Les_Belleville_Savoie_Auvergne_Rhone_Alpes.html
